piece,square,is_white,period,count
K,39,True,nnue-era,1288
K,60,True,nnue-era,203
K,48,True,nnue-era,379
B,41,True,nnue-era,1461
P,1,False,nnue-era,545
B,15,True,nnue-era,760
K,31,False,nnue-era,1248
K,58,True,nnue-era,763
B,63,False,nnue-era,448
K,2,False,nnue-era,301
K,1,False,nnue-era,340
P,54,True,nnue-era,1217
P,62,True,nnue-era,452
K,10,False,nnue-era,695
K,3,False,nnue-era,233
K,4,False,nnue-era,237
K,16,False,nnue-era,554
P,60,True,nnue-era,423
K,9,False,nnue-era,698
K,58,False,nnue-era,709
B,32,True,nnue-era,1050
B,55,False,nnue-era,680
P,5,False,nnue-era,424
K,47,True,nnue-era,778
K,55,False,nnue-era,1055
B,62,True,nnue-era,482
K,63,False,nnue-era,100
Q,41,True,nnue-era,1613
K,59,False,nnue-era,1060
K,6,False,nnue-era,263
K,5,False,nnue-era,249
K,2,True,nnue-era,657
K,57,True,nnue-era,244
K,52,True,nnue-era,630
K,59,True,nnue-era,186
K,61,True,nnue-era,254
P,61,True,nnue-era,473
K,24,True,nnue-era,804
P,3,False,nnue-era,424
B,7,True,nnue-era,258
B,2,False,nnue-era,640
B,0,True,nnue-era,421
K,55,True,nnue-era,452
K,1,False,nnue-era,235
K,57,True,nnue-era,229
K,0,True,nnue-era,84
K,56,True,nnue-era,176
K,7,True,nnue-era,119
B,62,False,nnue-era,235
K,0,False,nnue-era,245
K,56,False,nnue-era,121
K,18,True,modern,4
P,36,False,modern,2
K,21,True,modern,6
K,42,False,modern,5
P,23,True,modern,3
B,25,False,modern,1
R,15,True,modern,1
B,43,False,modern,2
P,31,True,modern,1
P,28,False,modern,3
K,28,True,modern,2
B,15,False,modern,1
K,15,True,modern,1
K,45,False,modern,4
K,45,True,modern,2
Q,45,False,modern,1
P,28,True,modern,6
K,62,False,modern,2
P,19,True,modern,2
Q,31,False,modern,1
Q,7,False,modern,1
P,27,True,modern,5
P,43,False,modern,4
Q,19,True,modern,2
P,41,False,modern,1
B,29,True,modern,3
K,25,False,modern,2
P,18,True,modern,4
K,19,False,modern,1
K,3,True,modern,1
Q,5,False,modern,1
K,11,True,modern,1
Q,0,False,modern,1
K,19,True,modern,1
B,40,False,modern,1
P,35,False,modern,4
P,36,True,modern,2
P,45,False,modern,2
P,45,True,modern,2
Q,52,False,modern,3
B,20,True,modern,2
P,37,False,modern,2
B,12,True,modern,2
K,28,False,modern,1
K,11,True,modern,2
K,11,False,modern,1
Q,11,True,modern,1
P,29,False,modern,2
Q,51,False,modern,1
B,43,True,modern,2
K,6,True,modern,3
B,19,True,modern,1
K,32,False,modern,1
R,4,True,modern,7
K,26,False,modern,1
R,52,True,modern,4
K,52,False,modern,2
Q,4,True,modern,1
K,51,False,modern,1
B,26,True,modern,4
P,26,False,modern,2
Q,12,True,modern,2
K,59,False,modern,2
Q,26,True,modern,1
B,51,False,modern,1
R,58,False,modern,2
R,61,False,modern,1
Q,55,True,modern,1
R,53,False,modern,1
Q,62,True,modern,1
K,50,False,modern,1
Q,53,True,modern,3
R,60,False,modern,3
R,60,True,modern,2
K,42,False,modern,1
K,41,False,modern,2
R,51,True,modern,2
K,33,False,modern,4
Q,54,True,modern,2
K,26,False,modern,2
R,43,True,modern,1
K,19,False,modern,2
Q,36,True,modern,1
K,10,False,modern,1
P,42,False,modern,3
P,44,False,modern,3
Q,21,True,modern,2
K,52,False,modern,1
B,44,True,modern,1
K,53,False,modern,3
K,46,False,modern,1
B,52,False,modern,4
K,38,True,modern,1
P,47,False,modern,2
K,44,True,modern,1
B,44,False,modern,1
B,53,False,modern,1
K,51,False,modern,2
P,44,True,modern,1
K,36,False,modern,3
R,36,True,modern,2
P,53,True,modern,2
B,45,False,modern,1
B,11,True,modern,1
Q,43,False,modern,3
Q,35,False,modern,2
Q,34,False,modern,1
K,35,True,modern,1
K,29,True,modern,2
B,37,False,modern,1
P,20,True,modern,1
P,35,True,modern,3
K,58,False,modern,2
P,42,True,modern,2
K,47,False,modern,1
K,23,True,modern,1
B,39,True,modern,1
K,30,False,modern,1
B,30,True,modern,1
B,30,False,modern,2
Q,30,True,modern,1
K,57,False,modern,1
R,63,False,modern,1
Q,52,True,modern,1
R,62,False,modern,1
Q,28,True,modern,1
Q,44,True,modern,1
R,59,False,modern,3
P,27,False,modern,1
K,46,True,modern,1
R,55,False,modern,1
R,51,False,modern,3
Q,51,True,modern,1
R,3,True,modern,2
K,56,False,modern,1
P,19,False,modern,1
R,2,True,modern,1
P,34,False,modern,3
K,60,True,modern,1
K,49,False,modern,1
R,19,True,modern,1
R,27,True,modern,1
K,34,False,modern,1
R,50,True,modern,2
K,24,False,modern,2
R,26,True,modern,2
R,48,True,modern,1
P,29,True,modern,1
P,37,True,modern,1
P,39,False,modern,1
P,31,False,modern,1
P,23,False,modern,1
P,61,True,modern,1
Q,13,True,modern,1
K,28,False,modern,1
K,35,False,modern,3
B,34,False,modern,1
B,34,True,modern,1
K,36,True,modern,3
K,29,False,modern,3
Q,59,True,modern,1
K,53,True,modern,2
K,60,False,modern,1
K,63,True,modern,1
K,14,False,modern,2
K,5,True,modern,1
P,21,True,modern,1
B,23,False,modern,1
K,13,True,modern,1
K,45,False,modern,2
R,12,True,modern,1
P,33,False,modern,1
B,33,True,modern,1
R,28,True,modern,1
B,35,True,modern,1
R,35,False,modern,1
K,26,True,modern,1
K,42,True,modern,1
R,43,False,modern,2
K,48,True,modern,1
K,33,True,modern,2
K,37,False,modern,1
R,20,True,modern,1
K,43,True,modern,1
K,46,False,modern,2
R,30,True,modern,1
K,39,False,modern,2
K,47,False,modern,1
P,38,False,modern,1
R,34,True,modern,1
R,44,True,modern,1
P,26,True,modern,1
P,34,True,modern,1
Q,3,False,modern,1
K,3,True,modern,1
P,49,True,modern,1
B,49,False,modern,1
K,20,True,modern,1
P,17,True,modern,1
B,9,True,modern,1
K,10,True,modern,1
P,22,True,modern,1
K,21,False,modern,1
K,12,True,modern,1
R,11,False,modern,1
